,0
2105,JOE
2106,STAG
2107,SMP
2108,SXI
2109,SWK
2110,SWT
2111,STN
2112,SGU
2113,SRT
2114,STWD
2115,STT
2116,SPLP
2117,SCS
2118,SCA
2119,SCM
2120,SCL
2121,STE
2122,STL
2123,STC
2124,SF
2125,SFB
2126,STM
2127,EDF
2128,EDI
2129,STON
2130,SRI
2131,STOR
2132,GJH
2133,GJO
2134,GJS
2135,SYK
2136,MSC
2137,RGR
2138,SPH
2139,SMFG
2140,INN
2141,SUM
2142,SMLP
2143,SUI
2144,SLF
2145,SXC
2146,SU
2147,STG
2148,NOVA
2149,SUN
2150,SHO
2151,SPN
2152,SUP
2153,SOAC
2154,SUZ
2155,SWZ
2156,SWCH
2157,SBE
2158,SYF
2159,SNX
2160,SNV
2161,GJP
2162,GJR
2163,GJT
2164,SYY
2165,SYX
2166,TLRD
2167,TWN
2168,TSM
2169,TAK
2170,TAL
2171,TALO
2172,SKT
2173,TPR
2174,TRGP
2175,TGT
2176,TARO
2177,TTM
2178,TCO
2179,TMHC
2180,TRP
2181,TCP
2182,TSI
2183,TEL
2184,TISI
2185,FTI
2186,TECK
2187,TK
2188,TGP
2189,TNK
2190,TGNA
2191,TRC
2192,HQH
2193,THQ
2194,HQL
2195,THW
2196,TDOC
2197,TEO
2198,TDY
2199,TFX
2200,VIV
2201,TEF
2202,TDA
2203,TDE
2204,TDI
2205,TDJ
2206,TDS
2207,TU
2208,TDF
2209,EMF
2210,TEI
2211,GIM
2212,TPX
2213,TS
2214,TME
2215,THC
2216,TNC
2217,TEN
2218,TVC
2219,TVE
2220,TDC
2221,TEX
2222,TX
2223,TRNO
2224,TTI
2225,TEVA
2226,TPL
2227,TGH
2228,TXT
2229,TFII
2230,AES
2231,AZEK
2232,BK
2233,BX
2234,CEE
2235,SCHW
2236,COO
2237,GDV
2238,GRX
2239,GDL
2240,THG
2241,THGA
2242,TRV
2243,TMO
2244,THR
2245,TPRE
2246,TCRW
2247,TCRZ
2248,TRI
2249,THO
2250,TDW
2251,TIF
2252,TLYS
2253,TSU
2254,TKR
2255,TMST
2256,TWI
2257,TJX
2258,TOL
2259,TR
2260,BLD
2261,TTC
2262,TD
2263,SHLL
2264,NDP
2265,TYG
2266,TEAF
2267,NTG
2268,TTP
2269,TPZ
2270,TOT
2271,TSQ
2272,TM
2273,TRTX
2274,TT
2275,TAC
2276,TCI
2277,TDG
2278,RIG
2279,TGS
2280,TRU
2281,TREC
2282,TG
2283,THS
2284,TREX
2285,TY
2286,TPH
2287,TRNE
2288,TNET
2289,TRN
2290,TSE
2291,TPVG
2292,TPVY
2293,GTS
2294,TRTN
2295,TGI
2296,TROX
2297,TBI
2298,TFC
2299,TNP
2300,TUFN
2301,TUP
2302,TKC
2303,TPB
2304,TRQ
2305,TPC
2306,TWLO
2307,TRWH
2308,TWTR
2309,TWO
2310,TYL
2311,TSN
2312,USB
2313,USPH
2314,SLCA
2315,USX
2316,UBER
2317,UI
2318,UBS
2319,UDR
2320,UGI
2321,UGP
2322,UMH
2323,UA
2324,UAA
2325,UFI
2326,UNF
2327,UN
2328,UL
2329,UNP
2330,UIS
2331,UMC
2332,UNFI
2333,UPS
2334,URI
2335,USM
2336,UZA
2337,UZB
2338,UZC
2339,X
2340,UNH
2341,UTL
2342,UNVR
2343,UVV
2344,UHT
2345,UHS
2346,UVE
2347,UTI
2348,UNM
2349,UNMA
2350,UE
2351,UBA
2352,UBP
2353,USFD
2354,USAC
2355,USNA
2356,USDP
2357,BIF
2358,VFC
2359,EGY
2360,MTN
2361,VAL
2362,VALE
2363,VLO
2364,VHI
2365,VMI
2366,VVV
2367,VAPO
2368,VAR
2369,VGR
2370,VEC
2371,VEDL
2372,VEEV
2373,VEL
2374,VNTR
2375,VTR
2376,VNE
2377,VER
2378,VRTV
2379,VZ
2380,VET
2381,VRS
2382,VCIF
2383,VRT
2384,VVI
2385,VICI
2386,VNCE
2387,VIPS
2388,SPCE
2389,VGI
2390,ZTR
2391,V
2392,VSH
2393,VPG
2394,VIST
2395,VSTO
2396,VST
2397,VVNT
2398,VSLR
2399,VMW
2400,VOC
2401,VCRA
2402,VNO
2403,VJET
2404,IAE
2405,IHD
2406,VOYA
2407,IGA
2408,IGD
2409,IDE
2410,IID
2411,IRR
2412,PPR
2413,VMC
2414,WTI
2415,WPC
2416,WRB
2417,GRA
2418,GWW
2419,WNC
2420,WDR
2421,WD
2422,WMT
2423,DIS
2424,HCC
2425,WPG
2426,WRE
2427,WCN
2428,WM
2429,WAT
2430,WSO
2431,WTS
2432,W
2433,WBS
2434,WEC
2435,WEI
2436,WRI
2437,WMK
2438,WBT
2439,WFC
2440,EOD
2441,WELL
2442,WCC
2443,WST
2444,WAL
2445,WALA
2446,WEA
2447,TLI
2448,EMD
2449,GDO
2450,EHI
2451,HIX
2452,HIO
2453,HYI
2454,SBI
2455,IGI
2456,PAI
2457,MMU
2458,WMC
2459,DMO
2460,MTT
2461,MHF
2462,MNP
2463,GFY
2464,WIW
2465,WIA
2466,WES
2467,WU
2468,WAB
2469,WLK
2470,WLKP
2471,WBK
2472,WRK
2473,WHG
2474,WEX
2475,WY
2476,WPM
2477,WHR
2478,WTM
2479,WSR
2480,WLL
2481,WOW
2482,WMB
2483,WSM
2484,WGO
2485,WIT
2486,WNS
2487,WWW
2488,WF
2489,WK
2490,INT
2491,WWE
2492,WOR
2493,WPP
2494,WPX
2495,WYND
2496,WH
2497,XYF
2498,XFLT
2499,XHR
2500,XRX
2501,XIN
2502,XPO
2503,XYL
2504,AUY
2505,YELP
2506,YETI
2507,YEXT
2508,YRD
2509,DAO
2510,YPF
2511,YUMC
2512,YUM
2513,ZEN
2514,ZBH
2515,ZTS
2516,ZTO
2517,ZUO
2518,ZYME
